embedded_machine_dim_0,core,Basic_DAXPY,Basic_DAXPY_ATOMIC,Basic_IF_QUAD,Basic_INDEXLIST,Basic_INDEXLIST_3LOOP,Basic_INIT3,Basic_INIT_VIEW1D,Basic_INIT_VIEW1D_OFFSET,Basic_MAT_MAT_SHARED,Basic_MULADDSUB,Basic_NESTED_INIT,Basic_PI_ATOMIC,Basic_PI_REDUCE,Basic_REDUCE3_INT,Basic_REDUCE_STRUCT,Basic_TRAP_INT,Lcals_DIFF_PREDICT,Lcals_EOS,Lcals_FIRST_DIFF,Lcals_FIRST_MIN,Lcals_FIRST_SUM,Lcals_GEN_LIN_RECUR,Lcals_HYDRO_1D,Lcals_HYDRO_2D,Lcals_INT_PREDICT,Lcals_PLANCKIAN,Lcals_TRIDIAG_ELIM,Polybench_2MM,Polybench_3MM,Polybench_ADI,Polybench_ATAX,Polybench_FDTD_2D,Polybench_FLOYD_WARSHALL,Polybench_GEMM,Polybench_GEMVER,Polybench_GESUMMV,Polybench_HEAT_3D,Polybench_JACOBI_1D,Polybench_JACOBI_2D,Polybench_MVT,Stream_ADD,Stream_COPY,Stream_DOT,Stream_MUL,Stream_TRIAD,Apps_CONVECTION3DPA,Apps_DEL_DOT_VEC_2D,Apps_DIFFUSION3DPA,Apps_ENERGY,Apps_FIR,Apps_HALOEXCHANGE,Apps_HALOEXCHANGE_FUSED,Apps_LTIMES,Apps_LTIMES_NOVIEW,Apps_MASS3DPA,Apps_NODAL_ACCUMULATION_3D,Apps_PRESSURE,Apps_VOL3D,Algorithm_SCAN,Algorithm_SORT,Algorithm_SORTPAIRS,Algorithm_REDUCE_SUM,Algorithm_MEMSET,Algorithm_MEMCPY
1.6070215,1.5843982,-0.5096719,-0.7874265,-0.543493,-0.55784005,-0.5065973,-0.5962207,-0.49302632,-0.45044515,-0.5254,-0.59982306,-0.45576197,-0.12982744,-0.46795914,0.88570696,-0.25749385,-0.51043355,-0.52083814,-0.5735979,-0.49897885,-0.2927873,-0.4991676,-0.29770303,-0.54991615,-0.5240365,-0.4934558,-0.33626086,-0.55364925,-0.3124857,-0.3036767,-0.5825178,-0.33819044,-0.5143625,-0.484147,-0.29348874,-0.30529132,-0.5331856,-0.5193809,-0.49429634,-0.5005229,-0.3820037,-0.5443699,-0.50466734,-0.46681872,-0.50261545,-0.54237986,-0.57870173,-0.5324758,-0.58649063,-0.53111005,-0.5684397,2.635899,1.4894993,-0.5456641,-0.5413192,-0.5672351,-0.78154546,-0.5755784,-0.54678404,-0.58912504,,,-0.33262053,-0.42060828,-0.50225616
1.6070215,0.4535582,-0.52454114,-0.6434165,-0.5316934,-0.5407348,-0.5007799,-0.5743009,-0.5721544,-0.52683896,-0.49069962,-0.5771845,-0.5264571,-0.16999352,-0.48242447,-0.33875895,-0.5482048,-0.50612766,-0.51982105,-0.52811813,-0.5138237,-0.500174,-0.5140732,-0.34329936,-0.48921502,-0.5508235,-0.47802228,-0.304264,-0.50506204,-0.26107422,-0.25287262,-0.57961774,-0.29650316,-0.5015743,-0.49873856,-0.24016368,-0.32320303,-0.572912,-0.4590909,-0.50781786,-0.50633395,-0.32810226,-0.48241597,-0.52001876,-0.49331895,-0.5178715,-0.48005775,-0.57732177,-0.50311875,-0.5650802,-0.5176577,-0.53168327,0.49918002,0.12261496,-0.5222735,-0.51728654,-0.55512863,-0.6167116,-0.5322826,-0.50498843,-0.6043355,,,-0.39974642,-0.54125273,-0.5174864
1.6070215,-0.03108747,-0.43017688,-0.34212318,-0.48130122,-0.48415902,-0.4361846,-0.5385109,-0.5648604,-0.5191861,-0.47834614,-0.53978395,-0.50919527,-0.18253314,-0.4698226,-0.6230431,-0.57696325,-0.4812897,-0.49932668,-0.48626205,-0.418758,-0.51266754,-0.4200606,-0.539299,-0.4407094,-0.48703787,-0.38705805,-0.23258601,-0.4635779,-0.16467385,-0.15826036,-0.5403336,-0.17698783,-0.45649314,-0.43754515,-0.14094801,-0.23625998,-0.49596745,-0.4748187,-0.4191171,-0.44037482,-0.21905263,-0.43567005,-0.4230118,-0.4255047,-0.418493,-0.43419787,-0.540479,-0.44288385,-0.50978917,-0.4164533,-0.44237536,0.0034808407,-0.1496115,-0.4752348,-0.46515882,-0.5065712,-0.2903367,-0.48685884,-0.4576044,-0.54683995,,,-0.40682888,-0.53252906,-0.43331018
1.6070215,-0.11186175,-0.54580516,-0.6683527,-0.53507835,-0.50591844,-0.4727304,-0.5763354,-0.59039575,-0.54472417,-0.48990047,-0.57931966,-0.55211353,-0.18417916,-0.49249968,-0.6633013,-0.6276814,-0.5093155,-0.50285923,-0.5321231,-0.5316646,-0.5095651,-0.5318877,-0.34840298,-0.4955077,-0.51746124,-0.46412057,-0.29954225,-0.50949925,-0.35755804,-0.35207176,-0.53603256,-0.4024164,-0.51518875,-0.51392883,-0.34748226,-0.34693998,-0.5097629,-0.5162703,-0.5194001,-0.51906264,-0.43399638,-0.49049288,-0.53179747,-0.5114623,-0.5325658,-0.48697665,-0.5680395,-0.5024762,-0.55489635,-0.51837623,-0.54927176,-0.19795945,-0.17275813,-0.49342614,-0.49592915,-0.55552346,-0.6602242,-0.5332798,-0.5124534,-0.5655903,,,-0.40816668,-0.57366914,-0.532544
1.6070215,-0.3541846,-0.35769963,-0.35554752,-0.41475376,-0.40786794,-0.3524169,-0.37880948,-0.5676294,-0.5278556,-0.43640596,-0.37850517,-0.51487875,-0.19089447,-0.47159126,-0.7853143,-0.5365607,-0.4795976,-0.4770672,-0.4404224,-0.34410617,-0.46263757,-0.34699154,-0.44593576,-0.39232498,-0.40788564,-0.42660424,-0.20321393,-0.42084888,-0.33437908,-0.33161297,-0.4554399,-0.4155402,-0.4156309,-0.39072064,-0.32554233,-0.42544234,-0.5073653,-0.44387564,-0.35198343,-0.38813567,-0.40335277,-0.39028192,-0.34009266,-0.35879567,-0.344248,-0.38819796,-0.4886257,-0.42106593,-0.47623518,-0.34556237,-0.4646359,-0.4664813,-0.29132697,-0.42023668,-0.42324394,-0.49893883,-0.36301988,-0.40186402,-0.43780366,-0.43832028,,,-0.39982513,-0.55919576,-0.36397594
1.6070215,-0.5157331,-0.23689505,0.36672464,-0.29722562,-0.24229538,-0.16567618,-0.1871395,-0.38319266,-0.34610766,-0.32177138,-0.19313574,-0.36422336,-0.19242813,-0.4266792,-0.7571336,-0.43590596,-0.41917974,-0.22925852,-0.23059687,-0.21130916,-0.2823062,-0.21416369,-0.45679396,-0.22083142,-0.2786825,-0.23215282,-0.009783254,-0.22667624,-0.28154114,-0.28277647,-0.30666047,-0.3405987,-0.25846034,-0.25482485,-0.28369176,-0.48179284,-0.3839073,-0.34559804,-0.22975752,-0.26713544,-0.31923762,-0.22157934,-0.21667406,-0.2725575,-0.21881455,-0.22290635,-0.3472822,-0.27443397,-0.33642057,-0.1622305,-0.28926772,-0.6806814,-0.3669512,-0.24657083,-0.25196844,-0.37283596,0.33033633,-0.22502926,-0.27272755,-0.2090849,,,-0.3249872,-0.27468494,-0.2515828
1.6070215,-0.59650743,0.13468944,1.7876052,-0.04393688,0.114424355,0.24821177,0.13603164,-0.13354217,-0.10862426,-0.055620946,0.10147078,-0.12451669,-0.18973178,-0.31484118,-0.34866863,-0.098775074,-0.2836286,0.006137884,0.14617547,0.18092474,0.09420405,0.17790341,-0.045947615,0.14982085,0.04649861,0.16475561,0.39403707,0.12864189,-0.17229763,-0.16093503,0.045859687,-0.18542933,0.091434956,0.08460398,-0.18549824,-0.29395783,-0.016521119,-0.029324898,0.1311937,0.085541695,-0.15184993,0.137828,0.1698896,-0.00048823553,0.15626132,0.13796139,-0.08481316,0.04970064,-0.047637578,0.25138602,0.092600994,-0.6241208,-0.35066324,0.10123963,0.09145135,-0.084536396,1.7214123,0.14690934,0.0610126,0.30613473,,,-0.18333818,0.10132535,0.12761997
-0.7992763,4.4922724,-0.36964634,-0.9444938,-0.5516662,-0.5587789,-0.46293408,-0.5984078,-0.3222365,-0.29629552,-0.52484477,-0.60573614,-0.29406926,-0.17557593,-0.4373545,0.9742748,-0.23240831,-0.48610926,-0.907001,-0.546511,-0.36443093,-0.28993645,-0.36971298,-0.50656515,-0.48726583,-0.66596955,-0.71565366,-0.38515332,-0.53190523,-0.37533748,-0.36693543,-0.5599617,-0.37658,-0.3537492,-0.33137533,-0.360798,-0.13857786,-0.4939387,-0.25265238,-0.34804952,-0.35375512,-0.41427234,-0.48197028,-0.37475485,-0.37977692,-0.373878,-0.47966358,-0.5095076,-0.5484859,-0.5751971,-0.64886683,-0.55349356,5.656221,0.63093585,-0.5576108,-0.5562925,-0.48175666,-0.95083183,-0.5786336,-0.5525841,-0.50311685,,,-0.16114649,-0.05887308,-0.33226424
-0.7992763,1.9074953,-0.46517414,-0.9452237,-0.5591101,-0.5634197,-0.4947196,-0.62515515,-0.4050334,-0.40746522,-0.5393717,-0.6239455,-0.4207036,-0.17960106,-0.44537675,0.15982226,-0.39354968,-0.48332936,-0.9053256,-0.57415015,-0.46315435,-0.4196789,-0.46366394,-0.5285257,-0.5333376,-0.66600734,-0.7307541,-0.38673663,-0.56082094,-0.36583227,-0.35742337,-0.5919816,-0.4045813,-0.46238336,-0.44020596,-0.35229197,-0.22353952,-0.5734653,-0.2826634,-0.46717918,-0.45640355,-0.4172645,-0.52765644,-0.465813,-0.45873025,-0.4641699,-0.52406085,-0.53695095,-0.5481682,-0.5821189,-0.64866054,-0.56421053,2.6386817,0.025849838,-0.55269635,-0.5521073,-0.5132636,-0.8781125,-0.59750384,-0.5460303,-0.55862117,,,-0.24731633,-0.21907151,-0.41760534
-0.7992763,0.61510676,-0.5525756,-0.9011012,-0.57907283,-0.55569607,-0.51693857,-0.64539427,-0.5292416,-0.5138335,-0.5220016,-0.6449922,-0.5266623,-0.19430606,-0.4790766,-0.43321067,-0.5168674,-0.49943474,-0.9148354,-0.60741556,-0.54517066,-0.526307,-0.54487234,-0.5320213,-0.57678324,-0.6768838,-0.74291694,-0.39449835,-0.59292006,-0.37259582,-0.36410394,-0.5886612,-0.45925814,-0.53616756,-0.521623,-0.35972154,-0.30013976,-0.65874606,-0.48307484,-0.5472095,-0.54403263,-0.45805386,-0.5704533,-0.5439305,-0.5159998,-0.54382545,-0.5659919,-0.5731167,-0.559659,-0.6019214,-0.65637606,-0.6044212,0.7465514,-0.16697147,-0.5469669,-0.5487279,-0.56400174,-0.8734125,-0.6174603,-0.560746,-0.59551346,,,-0.3448181,-0.41902214,-0.5054057
-0.7992763,-0.03108747,-0.5335012,-0.7427004,-0.5603927,-0.5111319,-0.47352487,-0.64236903,-0.5059637,-0.519605,-0.5068025,-0.63863117,-0.51995903,-0.19641282,-0.45886302,-0.6004367,-0.5233537,-0.45417044,-0.88635087,-0.5927533,-0.5403924,-0.54126006,-0.53640735,-0.59652483,-0.5728111,-0.6420559,-0.73360914,-0.3879681,-0.58997077,-0.3571126,-0.35101768,-0.54158753,-0.4646285,-0.5413192,-0.53350013,-0.34855014,-0.43392265,-0.6560165,-0.5080064,-0.54421026,-0.5372609,-0.44934398,-0.57020456,-0.5114189,-0.5116261,-0.51617885,-0.56829727,-0.5534586,-0.5231054,-0.5704569,-0.62747157,-0.58143735,-0.09820662,-0.29257765,-0.5059819,-0.5091888,-0.5382849,-0.69332725,-0.6058312,-0.5218053,-0.5889038,,,-0.367718,-0.53471,-0.48439404
-0.7992763,-0.3541846,-0.5314948,-0.40697354,-0.514155,-0.40854043,-0.35331643,-0.6291689,-0.39327103,-0.46806827,-0.42867073,-0.6282063,-0.44855505,-0.19697714,-0.38479915,-0.5803076,-0.5016285,-0.3560122,-0.5221879,-0.57919556,-0.5283878,-0.5056242,-0.53214735,-0.5659191,-0.55778664,-0.51951116,-0.43225285,-0.36419037,-0.5784235,-0.32673016,-0.32255262,-0.45423505,-0.44794685,-0.55078983,-0.5181794,-0.31544638,-0.37222242,-0.6068104,-0.51138884,-0.52716154,-0.5073805,-0.4189927,-0.5620266,-0.5102891,-0.5044563,-0.5340859,-0.5595735,-0.5212114,-0.45005894,-0.5039896,-0.4000076,-0.5278969,-0.39072654,-0.3565594,-0.4235877,-0.42665622,-0.48196343,-0.32941347,-0.5922873,-0.4482035,-0.49714327,,,-0.3430868,-0.433099,-0.46817148
-0.7992763,-0.5157331,-0.4813443,0.27146563,-0.26567456,-0.20195259,-0.10957715,-0.21617793,-0.15309729,-0.3552867,-0.2728304,-0.21364231,-0.30108342,-0.19785838,-0.22293253,-0.008332777,-0.46239817,-0.15286678,-0.10168596,-0.42735285,-0.4759297,-0.39810175,-0.48358208,0.18059759,-0.4989662,-0.16628137,-0.014545871,-0.27765042,-0.41819006,-0.26664874,-0.25805554,-0.26186344,-0.4004277,-0.47914952,-0.4603803,-0.25434232,-0.24022275,-0.5096522,-0.40764725,-0.4586676,-0.41602594,-0.35367298,-0.48284614,-0.4802948,-0.46095806,-0.4813058,-0.48280665,-0.3719395,-0.29025123,-0.26133966,0.0743369,-0.393197,-0.55143094,-0.34185645,-0.2524427,-0.25793317,-0.3440925,0.3990426,-0.28870302,-0.28388113,-0.30950156,,,-0.29886085,-0.3778821,-0.41156504
-0.7992763,-0.59650743,-0.09661295,1.6797862,0.4498502,0.23614518,0.41456535,0.7425989,0.34757662,-0.110336594,0.062118202,0.7456074,0.005400863,-0.19831063,0.08548262,-0.39635903,-0.15644836,0.24500877,0.67430454,0.8895938,-0.07662982,-0.15767853,-0.08209281,1.4671836,0.84287006,0.3203193,0.6172934,-0.0040833545,0.88670677,-0.17683694,-0.17064114,0.14510667,-0.2734862,0.53897583,0.09724801,-0.16404164,-0.09352123,-0.09542062,-0.11768814,-0.10094863,-0.09783144,-0.17100647,0.8098631,0.12253448,-0.045598943,0.10082028,0.8276748,0.09800775,0.025084088,0.122967325,0.78622556,-0.09987595,-0.5826241,-0.32976443,0.09771286,0.08680179,-0.031109992,1.8966529,0.75232685,0.04923694,0.18348314,,,-0.20120169,-0.25247923,0.0010752226
-0.7445094,3.846078,-0.53584653,-0.9182608,-0.5726097,-0.58806884,-0.5490918,-0.64902985,-0.51917094,-0.47601753,-0.5893882,-0.65110224,-0.5117261,0.42002624,-0.43940744,3.3748968,0.3722235,-0.5036348,-0.9231346,-0.61757404,-0.5224579,0.18615852,-0.52240396,-0.66916054,-0.57419133,-0.69232845,-0.7491072,-0.4067637,-0.59663534,-0.36722463,-0.3595024,-0.6015364,-0.43787745,-0.5247283,-0.5040616,-0.35070437,-0.23503153,-0.6715087,-0.4722673,-0.5022894,-0.51422954,-0.4378913,-0.56853837,-0.51999897,-0.42688185,-0.5206113,-0.5668399,-0.59803444,-0.5748623,-0.61903965,-0.6682118,-0.62283635,2.4626522,7.374558,-0.5713906,-0.57191277,-0.5830638,-0.9098723,-0.6208797,-0.58587706,-0.62756604,,,-0.2679341,-0.45966655,-0.5235267
-0.7445094,1.5843982,-0.57946485,-0.80991596,-0.5672581,-0.5783743,-0.5718032,-0.6457083,-0.5840067,-0.5376519,-0.58407784,-0.64604074,-0.5614471,0.003434562,-0.49970078,0.15579644,-0.46122593,-0.52533025,-0.90777504,-0.6259153,-0.56636864,-0.41216043,-0.56603587,-0.7076065,-0.5959168,-0.6790269,-0.7110282,-0.40586296,-0.61058605,-0.33987966,-0.3345933,-0.61443967,-0.42537463,-0.5675873,-0.54140973,-0.32067695,-0.23059323,-0.7127843,-0.50623554,-0.5551514,-0.53321576,-0.41079012,-0.5925566,-0.56331056,-0.52385473,-0.5634276,-0.59083825,-0.59617275,-0.5613189,-0.60438776,-0.64420074,-0.6127689,0.57176113,1.4926982,-0.55499303,-0.5557472,-0.5952455,-0.7717144,-0.620304,-0.56955326,-0.63970673,,,-0.41241616,-0.56117845,-0.5665856
-0.7445094,0.4535582,-0.5926758,-0.8529497,-0.57289135,-0.56274056,-0.581941,-0.6406883,-0.60533845,-0.55933905,-0.58016163,-0.63442117,-0.5822968,-0.16374178,-0.5144504,-0.47842363,-0.6211951,-0.53206855,-0.90716386,-0.6325178,-0.5780703,-0.5064068,-0.57755065,-0.7290275,-0.6039927,-0.6769342,-0.71065915,-0.40451187,-0.6165164,-0.38034344,-0.3715061,-0.5873723,-0.48376033,-0.5890888,-0.55762565,-0.36232018,-0.28393203,-0.72503054,-0.54929876,-0.57519937,-0.5688251,-0.47426125,-0.6000349,-0.57528996,-0.542378,-0.5768777,-0.5981643,-0.5903795,-0.5633857,-0.6050326,-0.6454357,-0.61868095,0.074040376,0.2468955,-0.5504785,-0.5514332,-0.60237026,-0.8092032,-0.6193354,-0.5702166,-0.66174805,,,-0.4353161,-0.5990471,-0.57948595
-0.7445094,-0.03108747,-0.5927858,-0.68262523,-0.54750663,-0.52127916,-0.57534224,-0.61088693,-0.60217613,-0.55905247,-0.57052684,-0.5985013,-0.58008313,-0.17246693,-0.50614387,-0.76921105,-0.6959828,-0.51838046,-0.811521,-0.61439925,-0.575014,-0.5104595,-0.57338524,-0.7100407,-0.592698,-0.5879884,-0.66907555,-0.40293562,-0.5976795,-0.3701429,-0.36190808,-0.5283901,-0.48497704,-0.58814985,-0.55336535,-0.35114995,-0.50533164,-0.73266596,-0.562514,-0.5700978,-0.5546491,-0.47020295,-0.59309036,-0.5724605,-0.54274935,-0.57433254,-0.59092903,-0.564238,-0.53948313,-0.5775253,-0.59806746,-0.5881391,-0.37142372,-0.13275874,-0.5187649,-0.51986295,-0.5804883,-0.6234752,-0.58945155,-0.5427495,-0.64410394,,,-0.4530222,-0.6127274,-0.5880719
-0.7445094,-0.3541846,-0.5255031,-0.2706667,-0.47986776,-0.415545,-0.54519165,-0.5361889,-0.5867089,-0.5400281,-0.53741485,-0.53781086,-0.54534185,-0.18442963,-0.47626564,-0.8689273,-0.6717569,-0.48045877,-0.2351107,-0.5284958,-0.50173664,-0.42317262,-0.49840406,-0.7133682,-0.5018715,-0.36901087,-0.43020347,-0.37791234,-0.5049247,-0.34366408,-0.3379427,-0.47479475,-0.46206078,-0.52765775,-0.49022406,-0.32057807,-0.54460263,-0.6629511,-0.53442526,-0.5167187,-0.5156844,-0.44317913,-0.49945337,-0.49853024,-0.48605502,-0.5012037,-0.49823418,-0.4953303,-0.47565,-0.48729005,-0.4001788,-0.5118141,-0.64840144,-0.36485323,-0.44478768,-0.4467254,-0.5108009,-0.18688376,-0.51655024,-0.47549507,-0.5661158,,,-0.44357893,-0.5768414,-0.51476824
-0.7445094,-0.5157331,-0.27484232,0.56206274,-0.046245493,-0.1857662,-0.45887637,0.1889094,-0.489738,-0.4476966,-0.4641976,0.1921935,-0.4386183,-0.18742102,-0.41047674,-0.84074664,-0.49240702,-0.40210745,0.20537828,-0.012241222,-0.23570377,-0.19465597,-0.24287467,-0.15515944,-0.15778074,0.026264189,0.020942053,-0.19176488,-0.0040352154,-0.30456737,-0.29935795,-0.28021657,-0.40861747,-0.20517296,-0.26279932,-0.28118092,-0.49724764,-0.4566468,-0.38734865,-0.2672165,-0.30901375,-0.39456552,-0.15096551,-0.23470879,-0.32651848,-0.23709615,-0.14364222,-0.30562252,-0.33608958,-0.29771182,0.02290182,-0.34127295,-0.71239626,-0.37210962,-0.29408216,-0.29762214,-0.37272316,0.687214,-0.011804271,-0.3388024,-0.36519948,,,-0.40494022,-0.43290073,-0.263232
-0.7445094,-0.59650743,0.08816694,2.2223508,0.20408583,0.2555076,-0.29740122,0.60521317,-0.20243245,-0.17437658,-0.32005355,0.6107863,-0.1447446,-0.18614711,-0.27883574,-0.6518432,-0.159418,-0.2443925,0.6398853,0.3802267,0.1696285,0.2728864,0.19425906,0.25811398,0.3889246,0.3273856,0.24122253,-0.08241124,0.37405166,-0.21739872,-0.21479765,0.10380513,-0.30095887,0.28235066,0.14659858,-0.194232,-0.36211738,-0.1610411,-0.06985611,0.2036296,0.06857323,-0.29614314,0.39890563,0.15657724,-0.10962867,0.15421882,0.40345022,0.008921124,-0.09860552,0.025098352,0.2724978,-0.017077947,-0.6901589,-0.3585709,0.0074804206,0.00067721884,-0.07017405,2.4343195,0.3184226,-0.07049693,0.04091968,,,-0.24700154,0.008239753,0.10837722
1.2789707,0.7766553,-0.54701453,-0.7178458,-0.5208796,-0.5460215,-0.5120076,-0.5627881,-0.43885252,-0.45837235,-0.38291895,-0.5637062,-0.46570495,-0.15668805,-0.45039856,-0.026913444,-0.5201496,-0.48189405,-0.30077296,-0.52479017,-0.53266704,-0.47169328,-0.5309723,-0.46104667,-0.51062435,-0.37289408,-0.4751402,-0.37628683,-0.50442815,-0.28301463,-0.27443832,-0.584206,-0.34745428,-0.5241837,-0.51549125,-0.2635234,-0.40725327,-0.5792564,-0.53770286,-0.5241852,-0.51655066,-0.37098095,-0.5071727,-0.5342553,-0.50008607,-0.5363182,-0.50636417,-0.53939843,-0.51836485,-0.5540421,-0.56803185,-0.5060866,0.70296794,0.50844204,-0.5337718,-0.53536046,-0.52649796,-0.69431174,-0.52889663,-0.51478684,-0.6286446,,,-0.3885719,-0.5213271,-0.54561704
1.2789707,0.049686812,-0.43982404,-0.35906264,-0.46131837,-0.47909203,-0.4440243,-0.50042766,-0.3077463,-0.3889259,-0.30726185,-0.5006836,-0.4030438,-0.16503866,-0.4006542,-0.209933,-0.5534407,-0.42141578,-0.33750007,-0.49348807,-0.42897606,-0.5109905,-0.43044874,-0.40398538,-0.4645526,-0.48505598,-0.4519772,-0.34509218,-0.47206137,-0.17084047,-0.16346039,-0.5379029,-0.23735385,-0.4696726,-0.445734,-0.14739536,-0.33703306,-0.5209025,-0.41852084,-0.43186423,-0.44059232,-0.2570562,-0.4606418,-0.4267456,-0.42461917,-0.42929935,-0.45866045,-0.44097742,-0.44313732,-0.471227,-0.5421684,-0.3523368,0.11668911,-0.072448395,-0.47503182,-0.476576,-0.41272718,-0.33188304,-0.4796002,-0.41244546,-0.5638757,,,-0.37849906,-0.5042763,-0.43982512
1.2789707,-0.03108747,-0.42446923,-0.2702059,-0.44176304,-0.4628457,-0.42508167,-0.4456326,-0.27067742,-0.37155756,-0.27814326,-0.4478952,-0.38497984,-0.16682898,-0.38710478,-0.24059111,-0.5570355,-0.40583917,-0.35201484,-0.46250665,-0.4126298,-0.510711,-0.41438574,-0.50304663,-0.44199744,-0.41814262,-0.4283206,-0.3366479,-0.43999037,-0.14629765,-0.14072515,-0.5203273,-0.19376177,-0.4493604,-0.43790683,-0.123684675,-0.30386475,-0.4838319,-0.3937757,-0.41495422,-0.4251532,-0.23303312,-0.44095358,-0.41013056,-0.41392633,-0.41287053,-0.4382512,-0.41565615,-0.42374322,-0.4499129,-0.514757,-0.3141706,0.08227884,-0.12791154,-0.4622397,-0.46400243,-0.3839273,-0.24228542,-0.44044426,-0.39266533,-0.5506288,,,-0.3742496,-0.50150055,-0.4264501
1.2789707,-0.31379744,-0.45353892,-0.39634252,-0.44761756,-0.4141068,-0.39584374,-0.48548055,-0.32535258,-0.38747814,-0.33010164,-0.49051926,-0.3876226,-0.18389583,-0.3996751,-0.4356881,-0.5835277,-0.4260389,-0.2928749,-0.4760715,-0.44171134,-0.4524639,-0.4426302,-0.40487164,-0.4666783,-0.3832266,-0.4555239,-0.33101836,-0.46575424,-0.3287071,-0.3253244,-0.45959386,-0.37624437,-0.4767803,-0.45216155,-0.3216835,-0.37955353,-0.4833893,-0.44551057,-0.444035,-0.44524896,-0.39715356,-0.4568042,-0.4388439,-0.43572167,-0.4405122,-0.45374873,-0.42338923,-0.42580292,-0.45336753,-0.536562,-0.38343218,-0.2852133,-0.27287766,-0.41685537,-0.41891494,-0.42447647,-0.4042909,-0.47219047,-0.4230673,-0.48809996,,,-0.3315188,-0.5018971,-0.4509997
1.2789707,-0.3541846,-0.43363997,-0.30953693,-0.4259699,-0.38743353,-0.36931095,-0.43361786,-0.28785434,-0.3643285,-0.27570593,-0.43491256,-0.35824144,-0.18525296,-0.3923161,-0.43197197,-0.57446253,-0.41226017,-0.35641342,-0.44158396,-0.42219076,-0.43591768,-0.42373088,-0.4055244,-0.44006673,-0.4136777,-0.4232181,-0.3253818,-0.43676463,-0.32302776,-0.31860095,-0.43247047,-0.3807756,-0.45140103,-0.43654978,-0.32070556,-0.37626445,-0.4697045,-0.41933635,-0.42247322,-0.42586967,-0.38370612,-0.4329933,-0.4197958,-0.42164525,-0.4217551,-0.43513146,-0.38921526,-0.40395287,-0.43019003,-0.5082371,-0.34757617,-0.34568667,-0.28332707,-0.39596745,-0.39987037,-0.39744368,-0.32239684,-0.43759742,-0.39926818,-0.46202093,,,-0.32018688,-0.5227149,-0.43645978
1.2789707,-0.5157331,-0.10549052,0.4804605,-0.17214297,-0.13418417,-0.11073931,-0.028147947,0.05544271,-0.14516638,0.012910847,-0.026846258,-0.11167604,-0.19261183,-0.2684447,-0.2529782,-0.29484865,-0.27911124,-0.1478237,-0.048018597,-0.09691893,-0.25128204,-0.096622124,-0.28610185,-0.035127304,-0.22094075,-0.15213771,-0.22110881,-0.045735948,-0.25958475,-0.26111206,-0.25557294,-0.29307118,-0.07837988,-0.091383636,-0.27379185,-0.4326942,-0.22153442,-0.19090995,-0.10259438,-0.1162157,-0.27985835,-0.055177797,-0.088161424,-0.16397662,-0.10194534,-0.044204805,-0.096139394,-0.21500227,-0.20879142,-0.2683578,-0.012981595,-0.65255326,-0.36683014,-0.20237416,-0.20434648,-0.12448401,0.41239172,-0.09911472,-0.18895565,-0.12404463,,,-0.19278145,-0.27369362,-0.13440056
1.2789707,-0.59650743,0.41665536,2.0363958,0.12064373,0.34958306,0.38669968,0.19093065,0.77119726,0.32771817,0.59676427,0.18624867,0.40175107,-0.19119637,0.003270163,0.4447258,0.19904731,0.00016460031,0.092065655,0.33760455,0.39872974,0.16153485,0.39748025,0.06048686,0.3633798,0.045226876,0.22814447,-0.046966307,0.29510498,-0.12870128,-0.1380226,0.14641662,-0.10322112,0.30085385,0.39504927,-0.1247471,-0.21811053,0.3062328,0.29125106,0.38733003,0.39793852,-0.09536044,0.353305,0.4044055,0.21917848,0.38344842,0.35241413,0.4151421,0.17574981,0.2063645,-0.028738149,0.6416821,-0.6015356,-0.3490552,0.19627744,0.18353465,0.41449857,1.8865604,0.26508173,0.22625649,0.44739836,,,0.10200594,0.1448446,0.3580151
-0.22656897,3.1998837,-0.5322918,-1.0293787,-0.54950845,-0.5831683,-0.54389817,-0.6085627,-0.5099205,-0.47722524,-0.5332423,-0.60491,-0.48797864,0.29524872,-0.44408184,1.465114,-0.09330471,-0.4925756,-0.895233,-0.57118565,-0.5206112,-0.22215846,-0.52378136,-0.56408644,-0.5524237,-0.6554255,-0.7098355,-0.38687035,-0.55836636,-0.3760929,-0.36723068,-0.5834845,-0.45208368,-0.4859192,-0.48994416,-0.36037734,-0.07806645,-0.6318192,-0.5043016,-0.5189301,-0.5174303,-0.45039293,-0.54479486,-0.52121055,-0.467835,-0.5259479,-0.54313713,-0.58597916,-0.56699467,-0.60889345,-0.64475924,-0.6045024,2.0039935,2.2151022,-0.56815475,-0.5693304,-0.5891922,-1.0229172,-0.58644253,-0.57644516,-0.6279808,,,-0.31412745,-0.4488611,-0.49699244
