embedded_machine_dim_0,ranks,duration,PAPI_BR_INS,PAPI_LD_INS,PAPI_SR_INS,PAPI_TOT_INS,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L2_LDM,PAPI_L2_STM,EPT,FP_ARITH:SCALAR_SINGLE,FP_ARITH:SCALAR_DOUBLE,ARITH,IO Bytes Read,IO Bytes Written,PAPI_MEM_WCY,REALTIME (sec)
0.97617733,-0.90265006,2.1609225,1.8537047,2.8967066,2.8889265,2.8841195,2.6804218,3.6324792,0.9490233,3.4893389,0.0,4.0886035,3.4234288,3.6520376,-0.35038006,0.74853384,2.4147367,2.5014894
0.97617733,0.70460594,0.14824706,0.4155847,0.1157515,0.1337877,0.11888758,-0.10633981,-0.010333961,-0.040944524,-0.03782807,0.0,-0.082446635,-0.10667944,0.027473237,0.20443472,0.6348558,0.0029086054,0.011488595
0.97617733,-0.90265006,2.1732764,1.8541293,2.8968022,2.8890958,2.884165,2.682388,3.6261241,0.9234105,3.3946087,0.0,4.0840054,3.4234278,3.651753,-0.35038006,0.74853384,2.4241438,2.5099504
0.97617733,0.70460594,0.1605825,0.43325657,0.12351277,0.14115492,0.12656264,-0.10653952,-0.010364513,-0.04040025,-0.03486775,0.0,-0.08244857,-0.10668025,0.02931564,0.20386498,0.63485473,0.0028515854,0.0138440095
0.97617733,-0.90265006,3.2938373,2.57093,3.9603553,3.946483,3.9403882,3.6677692,4.9474616,1.507383,4.7945113,0.0,5.322645,4.6463084,4.931861,-0.35038006,0.7639417,3.3146899,3.3949878
0.97617733,0.70460594,0.28406644,0.62988764,0.23505922,0.2584435,0.23907407,-0.06411732,0.07082893,-0.013378719,0.02510615,0.0,-0.046456408,-0.06838012,0.11581265,0.20441797,0.63533723,0.071966164,0.10362231
0.97617733,-0.90265006,3.2814834,2.572947,3.9608371,3.9472508,3.94064,3.677355,4.9323077,1.2492057,4.7348666,0.0,5.324591,4.6463065,4.932593,-0.35038006,0.7639417,3.261086,3.3699121
0.97617733,0.70460594,0.30875584,0.68044764,0.25744522,0.2794774,0.26109377,-0.06336458,0.070706725,-0.010433244,0.029930376,0.0,-0.046456795,-0.06837891,0.11685974,0.20443472,0.6353373,0.0692368,0.112930015
0.97617733,-0.90265006,4.247703,3.2763839,5.0027304,4.983787,4.9741874,4.653396,6.2277365,1.814737,6.6224546,0.0,6.2444654,5.8424735,6.1805215,-0.35038006,0.77909476,4.0857825,4.3648458
0.97617733,0.70460594,0.4260721,0.88487035,0.37191176,0.39919266,0.37637305,-0.02281654,0.1509072,0.01457128,0.08946571,0.0,-0.019797033,-0.03091931,0.20023334,0.20443472,0.6358108,0.13977815,0.19195597
0.97617733,-0.90265006,4.1427407,3.269921,5.001396,4.9812346,4.973445,4.6536417,6.2336025,1.7655603,6.0119705,0.0,6.240349,5.8424745,6.1767607,-0.35038006,0.77909374,4.1830564,4.2763805
0.97617733,0.70460594,0.42297897,0.8619374,0.3617004,0.38963068,0.36636746,-0.022570748,0.14976148,0.015979985,0.094289936,0.0,-0.01979608,-0.030919494,0.19777013,0.20443472,0.6358108,0.13929665,0.18919425
0.97617733,-0.90265006,4.5564036,3.5628626,5.432524,5.4100966,5.4002247,5.051088,6.7507963,1.7891241,6.973307,0.0,6.561229,6.3362064,6.692655,-0.35038006,0.7852606,4.543402,4.6344743
0.97617733,0.70460594,0.47545084,0.9750929,0.42166075,0.45097837,0.42643785,-0.005372973,0.18361373,0.024048027,0.10920118,0.0,-0.010533025,-0.015457288,0.2406219,0.20441797,0.63600355,0.16476431,0.22252929
0.97617733,-0.90265006,4.6088758,3.5649328,5.4328628,5.410876,5.4004126,5.0471554,6.7473745,1.9161637,6.8891025,0.0,6.560257,6.3362007,6.685871,-0.35038006,0.7852606,4.564244,4.664257
0.97617733,0.70460594,0.4878048,0.9963002,0.43100345,0.45991737,0.4357056,-0.0047584926,0.18413313,0.02401601,0.11402541,0.0,-0.010533187,-0.015456656,0.2350523,0.20443472,0.63600355,0.16849595,0.22445513
0.97617733,-0.90265006,5.0503025,3.9338503,5.977023,5.952858,5.9394517,5.553733,7.4361515,2.1077476,6.910154,0.0,6.8880544,6.959555,7.3366456,-0.35038006,0.7933172,4.9976974,5.1302724
0.97617733,0.70460594,0.53410894,1.0744537,0.47814414,0.51047933,0.48342115,0.016341235,0.22463055,0.03871137,0.14329968,0.0,-0.0010519489,0.0040693926,0.28800705,0.20441797,0.6362553,0.19935772,0.26428965
0.97617733,-0.90265006,5.0595636,3.9294446,5.9759636,5.95113,5.9389095,5.523009,7.430774,1.9889041,7.44345,0.0,6.887385,6.959554,7.3348722,-0.35038006,0.7933183,4.984641,5.1050925
0.97617733,0.70460594,0.5464629,1.09198,0.4858549,0.51780313,0.49105558,0.016118485,0.22505829,0.038007017,0.14351897,0.0,-0.0010544327,0.004066265,0.28114432,0.20441797,0.6362553,0.20015092,0.2684239
0.97617733,-0.90265006,5.933175,4.6282496,7.0141363,6.9869432,6.9689465,6.494134,8.703716,2.414077,8.096036,0.0,7.6424794,8.151557,8.592916,-0.35038006,0.8091819,5.8743353,5.917645
0.97617733,0.70460594,0.6791892,1.3096641,0.60608494,0.64266825,0.6119299,0.05627479,0.3013786,0.06381194,0.20371215,0.0,0.020806437,0.041393455,0.3641156,0.20443472,0.63675106,0.2676398,0.35060343
0.97617733,-0.90265006,5.964051,4.6254363,7.0134673,6.9858475,6.968602,6.472996,8.694918,2.511406,8.411804,0.0,7.639993,8.151556,8.592776,-0.35038006,0.8091819,5.8564944,5.922548
0.97617733,0.70460594,0.7069717,1.3771839,0.6361035,0.67101634,0.6414369,0.056797102,0.30255488,0.06166687,0.20305431,0.0,0.020804504,0.041402355,0.36174202,0.20443472,0.63675106,0.2690995,0.35536924
0.97617733,0.70460594,3.9482634,4.424074,3.6434772,3.736139,3.6840954,1.8502278,3.3005102,1.0595106,3.0223758,0.0,3.1000845,2.815445,3.7222884,0.20388171,0.637982,2.4064612,3.4879436
0.97617733,0.70460594,3.935928,4.4509706,3.6462543,3.738329,3.6870322,1.8466485,3.2932692,1.0578138,3.0424402,0.0,3.075634,2.7883055,3.7003284,0.20386498,0.63795584,2.4020581,3.4699497
